publisher	journal	issn	role	editor	orcid	affiliation	url	date
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Zlatka Guentchéva	NA	CNRS-LACITO	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Katarzyna M. Jaszczolt	0000-0001-7911-2985	University of Cambridge	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Michel Kefer	NA	Université de Liège	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Hans Kronning	0000-0002-6504-7622	Uppsala University	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Pierre Larrivée	0000-0001-8447-7102	Aston University	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Maarten Lemmens	0000-0003-4549-5564	Université Lille 3	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Dominique Longrée	NA	Université de Liège &amp; Facultés universitaires Saint-Louis, Brussels	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Ludo Melis	NA	KU Leuven	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Jacques Moeschler	0000-0002-8066-2834	Université de Genève	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Henning Nølke	NA	Aarhus University	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Stéphane Robert	0000-0002-8744-9489	CNRS-LLACAN, INALCO &amp; Fédération Typologie	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Eugeen Roegiest	0000-0002-5296-1570	Universiteit Gent	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Louis de Saussure	0000-0001-9587-8729	Université de Neuchâtel	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Guido Vanden Wyngaerd	0000-0003-0804-4721	KU Leuven	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Alex Vanneste	0000-0001-6430-2217	Universiteit Antwerpen	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	J.M. Van der Horst	NA	KU Leuven	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Jef Verschueren	0000-0002-4120-9068	Universiteit Antwerpen	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Carl Vetters	0000-0001-5763-9786	Université du Littoral	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Svetlana Vogeleer	NA	Institut Marie Haps &amp; Université libre de Bruxelles	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Belgian Journal of Linguistics	0774-5141	Advisory Board	Dominique Willems	0000-0003-2420-932X	Universiteit Gent	https://benjamins.com/catalog/bjl	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editors	Manuel Baumbach	NA	Ruhr-Universität Bochum	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editors	Olaf Pluta	NA	Ruhr-Universität Bochum	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Associate Editor	Thomas Welt	NA	Ruhr-Universität Bochum	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Linos Benakis	NA	Athen	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Egbert P. Bos	NA	Leiden	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Stephen F. Brown	NA	Boston College	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Stefano Caroti	NA	Parma	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Sten Ebbesen	NA	Kopenhagen	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Gerhard Endreβ	NA	Bochum	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Michael Erler	NA	Würzburg	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Graziella Federici Vescovini	NA	Florenz	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Gianfranco Fioravanti	NA	Pisa	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Kurt Flasch	NA	Mainz	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Hellmut Flashar	NA	Bochum	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Markus L. Führer	NA	Minneapolis	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Gian Carlo Garfagnini	NA	Florenz	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Reinhold F. Glei	NA	Bochum	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Dimitri Gutas	NA	Yale University	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Jeremiah Hackett	NA	Columbia	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Jens Halfwassen	NA	Heidelberg	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Ruedi Imbach	NA	Paris	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Zénon Kaluza	NA	Paris	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Zdzisław Kuksewicz	NA	Warschau	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Alain de Libera	NA	Paris	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	John Marenbon	NA	Cambridge	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Yoshiki Nakayama	NA	Kyoto	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	John C. Sallis	NA	Boston College	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Arbogast Schmitt	NA	Marburg	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Sarah Stroumsa	NA	Jerusalem	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Loris Sturlese	NA	Lecce	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Editorial Board	Paola Zambelli	NA	Florenz	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Bochumer Philosophisches Jahrbuch für Antike und Mittelalter	1384-6663	Assistant Editor	Johanna T. Oberhaus	NA	Ruhr-Universität Bochum	https://benjamins.com/catalog/bpjam	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Editors	Zhuo Jing-Schmidt	0000-0002-9164-7824	University of Oregon, USA	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Editors	K.K. Luke	0000-0002-2883-3659	Nanyang Technological University, Singapore	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Editors	Hongyin Tao	0000-0002-2573-492X	University of California, Los Angeles, USA	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Editors	Li Wei	0000-0002-2015-7262	UCL IOE, UK	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Executive Editor	Zhuo Jing-Schmidt	0000-0002-9164-7824	University of Oregon, USA	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Review Editor	Ni-Eng Lim	0000-0003-2816-822X	Nanyang Technological University	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Honorary Board	Ping Chen	NA	University of Queensland, Australia	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Honorary Board	Mary S. Erbaugh	NA	University of Oregon, USA	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Honorary Board	Shuanfan Huang	NA	Yuan Ze University, Taiwan	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Honorary Board	Andy Kirkpatrick	0000-0002-4470-7089	Griffith University, Australia	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Honorary Board	Randy J. LaPolla	0000-0002-6100-6196	Beijing Normal University, China	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Honorary Board	Jerome Packard	NA	University of Illinois, USA	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Honorary Board	Jiaxuan Shen	NA	Chinese Academy of Social Sciences, China	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Honorary Board	Chaofen Sun	NA	Stanford University, USA	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Honorary Board	Sandra A. Thompson	0000-0002-7794-2042	University of California, Santa Barbara, USA	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Editorial Board	Miao-Hsia Chang	NA	National Taiwan Normal University, Taiwan	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Editorial Board	Jidong Chen	NA	California State University, Fresno, USA	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Editorial Board	Kawai Chui	0000-0003-1279-383X	National Chengchi University, Taiwan	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Editorial Board	Mei Fang	NA	Chinese Academy of Social Sciences, China	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Editorial Board	Yihong Gao	NA	Peking University, China	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Editorial Board	Jiansheng Guo	NA	California State University East Bay, USA	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Editorial Board	Zhu Hua	0000-0003-1500-3047	University of Birmingham, UK	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Editorial Board	Agnes Weiyun He	NA	Stony Brook University, USA	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Editorial Board	Nancy Hedberg	NA	Simon Fraser University, Canada	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Editorial Board	Dániel Z. Kádár	0000-0002-7238-730X	Hungarian Academy of Sciences, Hungary &amp; Dalian University of Foreign Languages, China	https://benjamins.com/catalog/cld	2022-01-20
John Benjamins	Chinese Language and Discourse | An International and Interdisciplinary Journal	1877-7031	Editorial Board	Lee Cher Leng	NA	National University of Singapore, Singapore	https://benjamins.com/catalog/cld	2022-01-20
