editor	role	affiliation	journal	issn	publisher	url	date	orcid
Savithramma Dinesh-Kumar	Editorial Board	University of California, Davis Davis, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
David Mackey	Editorial Board	Ohio State University Columbus, OH, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Christophe Ritzenthaler	Editorial Board	CNRS and University of Strasbourg Strasbourg, France	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Sebastian Schornack	Editorial Board	Sainsbury Laboratory, University of Cambridge Cambridge, UK	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Eva Stukenbrock	Editorial Board	Christian-­Albrechts University of Kiel Kiel, Germany	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Aiming Wang	Editorial Board	Agri-Culture and Agri-Food Canada London, ON, CA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Nian Wang	Editorial Board	University of Florida Gainesville, FL, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Yuanchao Wang	Editorial Board	Nanjing Agricultural University Nanjing, China	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Richard Wilson	Editorial Board	University of Nebraska-Lincoln Lincoln, NE, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Jin-Rong Xu	Editorial Board	Purdue University  West Lafayette, IN, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Leah E. Cowen	Editorial Board	University of Toronto Toronto, Ontario, Canada	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Robert Cramer	Editorial Board	Geisel School of Medicine at Dartmouth Hanover, NH, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Deborah Hogan	Editorial Board	Geisel School of Medicine at Dartmouth Hanover, NH, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Tobias Hohl	Editorial Board	Memorial Sloan Kettering Cancer Center New York, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Bruce S. Klein	Editorial Board	University of Wisconsin-Madison Madison, WI, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Damian J. Krysan	Editorial Board	University of Rochester Rochester, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Robin C. May	Editorial Board	University of Birmingham Birmingham, United Kingdom	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Joachim Morschhäuser	Editorial Board	University of Würzburg Würzburg, Germany	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Mairi Noverr	Editorial Board	Louisiana State University, School of Medicine New Orleans, LA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Amariliz Rivera-Medina	Editorial Board	Rutgers University New Brunswick, NJ, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Chengshu Wang	Editorial Board	Chinese Academy of Sciences Shanghai, China	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
